"customer_id","first_name","last_name","credit_score","loan_amount","interest_rate"
"CUSFMP5EH6MDKMV","Carol","Rocha",812,43396.37,7.16
"CUSDYG9ADVYIWQ9","Michael","Wilson",692,132066.96,9.24
"CUSA47UZTPL8EZD","Jessica","Robinson",619,26698.31,9.00
"CUSHMAHISKQVFW8","Janice","Mathis",660,108718.23,8.05
"CUS3XFDUKX9K4U6","Stacy","Gay",483,267741.72,13.45
"CUS16GJ0PHF5QU7","Linda","Ray",420,78836.45,6.01
"CUSIX0KH6GF9OJ3","Melissa","Lopez",735,145863.87,5.15
"CUSYOF9GAIJCJP7","Emily","Sanders",502,136663.86,12.37
"CUS4M3YX117OTWX","Marie","Stephenson",681,82137.92,8.54
"CUSLBQ6SRTRZJ0J","Edward","Mcdaniel",502,73719.79,11.91
"CUSUKDCBZGCE6UC","Stephen","Henderson",671,45101.35,3.34
"CUSXZJCP542RNS3","Virginia","Nash",558,16261.61,9.50
"CUS9C0TK1QQFVWU","Tiffany","Lewis",725,204765.37,10.69
"CUS8MRI4U4SF185","Christopher","Buck",329,248881.81,3.17
"CUSQB5CYTGZVGUG","Nancy","Miller",552,182918.22,13.36
"CUSXBT66KFG7I2H","Kevin","Burns",535,63022.96,7.67
"CUSQBW4UT6A2PHN","Caleb","Douglas",608,8710.50,10.38
"CUS9VPEEX7XESSF","Heather","Campbell",648,223673.88,13.12
"CUSSZH2E5YKCBFU","Diana","Brown",382,101905.52,8.36
"CUSTY34APZ3KWO4","Hayley","Gray",361,120786.26,3.61
"CUS86PJT4S9F0AD","Kyle","Copeland",333,287243.93,4.33
"CUSS8NRMCRS3T6A","Colin","Fritz",797,295865.06,10.21
"CUSBRT0A2DK88ZO","Melissa","Page",570,181812.40,6.74
"CUSGHFIEI1DX681","Dakota","Webb",593,157430.11,9.80
"CUS9L2SPT8YCEQQ","Cory","Walsh",614,104679.20,11.40
"CUSSKHW5BI3OI0J","Steven","Vaughn",817,129386.15,5.45
"CUSJXT2BXWU5A14","Rodney","Carpenter",312,196976.62,7.62
"CUSBSZEXDLCDTU2","Oscar","Rich",337,11386.97,12.73
"CUSJNHCQ0024DCJ","Rebecca","Klein",409,253837.30,3.45
"CUS1J0RYY4GI5IA","April","Johnston",447,71700.34,5.47
"CUS16ZU2ELYYU82","Cheryl","Stein",663,151296.18,6.93
"CUSQFL886PPKRTB","Karen","Rodriguez",315,145685.75,14.09
"CUSIPRHV99HBUMM","Meagan","Carter",607,190813.80,5.54
"CUSIZLW00N25A6Q","Tammy","Aguilar",667,253342.23,13.89
"CUSRXVCDBF82RKU","Kimberly","Jimenez",412,204393.94,10.49
"CUSDR9RLQK0PQS2","Jill","Nelson",455,6195.54,12.80
"CUS920PFBQL44SL","Gabriel","Larsen",462,41634.55,4.58
"CUS1NWN4NHL8LGA","Patricia","Smith",498,124531.82,8.87
"CUSEZB3UHROZ8R2","Deborah","Taylor",697,288373.62,14.72
"CUS6ZPIGLGL8HHM","Timothy","Barber",611,46556.92,12.69
"CUSUIL5GQYN2QMS","Kristen","Smith",655,87250.03,6.34
"CUS7PP8ZZA2KP5E","Jeffrey","Rogers",629,214196.31,8.72
"CUSZM4LCVHFWJFP","David","Ochoa",752,277966.09,9.74
"CUS91BZLYU6OKYF","Susan","Mccoy",586,22888.65,4.38
"CUSOUL9VZAFZ4JB","Joseph","Price",388,125662.97,3.39
"CUSA1ZT6DVB5WOQ","James","Johnston",308,110814.70,10.42
"CUSTP43B7HEDCPJ","Charles","Conley",379,66072.61,4.41
"CUS9KS1K0DH3EIG","Natalie","Monroe",334,281765.11,4.06
"CUSB9WI9AQYDHZI","Meagan","Davis",414,180063.48,11.11
"CUSS8JCNH554ZRT","Shane","King",591,73237.41,12.67
"CUS8CNEJ9Q710ZQ","Alicia","Weaver",723,209942.89,10.21
"CUS4WP841OVHOA0","Derrick","Pruitt",403,98713.48,2.98
"CUSOC6UZHR5XFF0","Ashley","Wang",569,42652.71,8.61
"CUSDZM8D35R9FAN","Gregory","Greene",631,91611.83,11.24
"CUSJ74IKFM35VJ8","Megan","Day",778,30284.20,3.86
"CUS6TIDFXYBMJW1","Julie","Estes",648,250557.98,11.11
"CUSQV38YFW31E2L","John","Brown",739,283896.04,12.18
"CUSQK3ATY3VLA84","David","Mosley",423,95127.78,14.38
"CUSDS9GMYSEZVZ1","Christopher","Andrews",674,289649.65,7.63
"CUSO01YTQYSAT77","Alyssa","Ramirez",387,193466.27,10.91
"CUS5OX3A34V4614","Ryan","Howard",467,275920.01,11.76
"CUSTM2Q7FO4GWQN","Theodore","Stanley",468,133056.19,4.51
"CUSVP9IO1Q9HW1O","Amy","Rodriguez",829,43467.61,4.47
"CUSQ2S72Y5TVZFS","Judy","Rodriguez",738,125732.61,13.60
"CUS6TIDFXYBMJW1","Julie","Estes",648,255958.30,6.84
"CUS4VM5UNHOE760","Laura","Sharp",772,37806.71,14.00
"CUS9P7WIOPZG3RJ","Christina","Craig",320,110162.86,12.56
"CUS3WS40VVWB4OY","Anthony","Robinson",317,92327.43,6.02
"CUSH78XMKSDJI1I","Daisy","Williams",511,264015.73,4.58
"CUSYZJXX2BSR13L","Christina","Andrade",660,178708.37,14.24
"CUS3VX1TMD5VQJE","Russell","Pitts",653,187131.00,9.84
"CUSDTES4N1TBRTQ","Daniel","Leonard",490,123988.04,2.02
"CUSX0VTCRVQBRRJ","Alicia","Winters",789,127562.12,13.87
"CUS9H7ISIPTE5NQ","Raymond","Anderson",414,5043.32,12.25
"CUSMIOXACDPGQ9W","Christopher","Gardner",573,203203.22,9.22
"CUSKZ3NWXROG983","Sarah","Cole",317,54978.19,6.37
"CUS5YELEGBDFYGO","Daniel","Yang",364,193719.61,4.59
"CUS6HLS3NZDJPM2","Laura","Weaver",394,240747.81,2.44
"CUSFS7BTVHGG5TW","Laura","Thompson",363,235486.75,3.07
"CUSASOFLFEFKLQN","Cynthia","Wilson",711,289434.74,5.48
"CUSK5TSK404IHOE","Julie","Snyder",688,261491.49,8.38
"CUSKZ2QTMVMT2OD","Marie","Jackson",629,168989.91,7.43
"CUSGEW8RJO3J3WE","Amber","Estes",708,194363.05,7.97
"CUSXZIJSG49LPY2","James","Werner",804,295496.91,4.51
"CUSMC2RH2XK2PTH","Kelly","Perry",711,125523.94,7.90
"CUS403G4TCFFFVV","Rodney","Murray",631,128706.77,13.99
"CUSPRUIXBH3HSOW","Nancy","Peck",660,187503.13,5.59
"CUSDZFGJIOUYKRO","Jennifer","Cain",626,11091.07,12.65
"CUSTC2SCR8SW5UT","Jason","James",676,164437.42,8.79
"CUS8D4X0BS3LWW7","Kimberly","Campbell",704,294305.82,13.72
"CUSCSNJ0YUJXG3F","Daniel","Lawson",398,294466.78,9.15
"CUS5PY15AM31W2W","Sara","Boyer",531,112000.41,10.07
"CUSMZO990UCYK3G","Megan","Roberson",708,147997.29,13.83
"CUSGX1PZGSVANRY","Eduardo","Smith",527,233599.37,3.14
"CUSYRUYLQY69D4S","Donna","Gordon",562,37210.35,6.70
"CUS44HJBO5BIYLD","Emily","Hughes",378,209597.92,11.05
"CUSI0QY389FTD4P","Erica","Mcdowell",709,251137.86,2.24
"CUSDBHZWXB2P5QE","Kelly","Smith",398,219357.66,2.16
"CUSE8SCZLCOJ2S3","Aaron","Ramirez",575,106303.02,12.06
"CUSXV349N1D6DZB","Jon","Bryant",381,148214.01,6.40
"CUS6YYIHS8PNDQF","Mark","Robinson",674,61156.77,3.01
"CUS4E7OPFAORZNF","Wesley","Gonzales",419,118000.24,13.89
"CUS0AQ15O2NQW4C","Bruce","Cook",640,1772.21,5.45
"CUS6MAAFGCDM4C0","Alicia","Morton",580,275315.62,9.96
"CUSJZTN7L23QDTV","Ashley","Hernandez",516,212423.18,13.17
"CUSTWCPG4MXLPZA","Anthony","Stevens",707,265456.47,3.08
"CUSQNK44T0FR9VR","Matthew","Fitzgerald",516,179575.30,4.38
"CUSSC6OSAL71V4M","Thomas","Davis",656,170284.42,14.55
"CUSGM0RQ2H8IYU9","Melissa","Jackson",710,4264.31,12.15
"CUSLHNOIKIOCM0Q","Elizabeth","Mendoza",518,118129.39,6.36
"CUSXYHFV7XVNDSB","William","Roth",538,171088.78,11.79
"CUS1IZ9NPI2T4GY","Audrey","Miller",661,71095.32,9.79
"CUS778KKYRDNKRL","Jason","Henderson",361,29289.66,13.99
"CUS400EHA7BQAP5","Jamie","Vasquez",390,50448.07,8.77
"CUSH9RO485RN80R","Jacqueline","Hart",410,63381.74,9.99
"CUS12I50U1JOL8A","Danny","Duncan",667,292393.39,7.69
"CUS0SRLWK6O1VQD","Erika","Martinez",768,103551.97,12.45
"CUSYOO4666BRWH1","Justin","Carey",706,107372.98,13.68
"CUSL2QF34VTEBA8","Justin","Rodriguez",302,7233.75,5.48
"CUSB548VWCYPPSV","John","Nelson",708,14218.17,13.37
"CUSSZNQ2VEXVJTW","Kimberly","Brown",387,192156.86,9.20
"CUS3FW26F1WBXOC","Christopher","Mckinney",737,279607.94,3.11
"CUSJ7ZYFCLER25Y","Paula","Green",519,75889.93,8.15
"CUSP46HHIT2LNNL","Donald","Lewis",460,144986.56,13.33
"CUST2B6L8XEQA75","Jose","Kaufman",697,157922.88,11.47
"CUSG024UQC46HS7","David","Brown",578,158277.68,8.10
"CUSIQ2ELVYQ7L7V","Beth","Camacho",533,152198.44,8.10
"CUSL3E49YWS3NC6","Robert","Torres",372,254504.45,10.26
"CUSV07KYRVWOTFM","Alex","Boyd",617,184969.65,9.24
"CUS9N7LA07BWF7C","Patrick","Ingram",535,259498.13,10.71
"CUS99RWTF07GBAS","David","Dominguez",456,28249.88,7.72
"CUS5SC0SZFCWGTZ","Leonard","Ramsey",458,295039.67,3.79
"CUSYTV60D4R9H4L","Jennifer","Fitzgerald",372,155436.07,4.31
"CUSAGGWASU8FP1U","Sandra","Todd",634,127871.08,4.23
"CUSFR321AG61SKA","Karen","Escobar",488,187289.68,9.39
"CUS7E0XBPEVGFBI","Amanda","Berry",705,267088.46,10.23
"CUSYP0ZP92YEAVI","James","Gates",363,248770.32,7.94
"CUSWJJ63VQGUOB6","Wayne","George",611,136403.44,10.89
"CUSWHI9Z996PY62","Tiffany","Dominguez",363,2489.82,8.37
"CUS26Y90YDMSM7T","Brittany","Brewer",398,53558.45,2.66
"CUSYFT4LVOBFZ5B","John","Mcdonald",609,137356.42,2.42
"CUSWBNY50N55O67","Jeffrey","Turner",428,250026.38,7.60
"CUSB262HXVLDC7D","James","Schneider",384,238647.34,5.11
"CUSA49RN6HI8N2H","Adrian","Chandler",453,47431.76,11.71
"CUSL5U07W1N50ZA","Charles","Robles",799,176628.86,7.68
"CUS2ZA5V83A450J","Rebecca","Harrington",575,257161.21,7.20
"CUSINSSBA1ABP28","Ruth","Brown",760,99711.71,9.61
"CUSQIDSM778AHUY","Dana","Golden",694,136440.91,10.07
"CUSPOW7UXWV5WX8","Derrick","Rivera",771,273883.05,13.91
"CUSOGVC8GC3T4H1","Barry","Romero",611,287778.29,5.88
"CUSEDJY9QZYVJ3U","Brenda","Keith",735,179057.15,11.23
"CUS7A7SZ47PFRK9","Jennifer","Smith",650,96918.24,10.70
"CUSWHVRD0YN3NUV","Kurt","Mueller",756,90752.12,8.63
"CUSP7HFFEAOV7GH","Edgar","Davidson",771,34573.55,3.44
"CUS88F2MXKQRGSV","Lauren","Anderson",338,121646.81,7.13
"CUS48BJFJG40Q32","Joseph","Stone",848,154200.71,2.89
"CUSZ56VW7V44DU1","Andrew","Jones",576,299100.96,4.09
"CUS1R9LL6KC6Y9H","Olivia","Wilkins",748,267696.85,5.55
"CUSHDILKWT6LZT9","Elizabeth","Alexander",448,156435.33,6.69
"CUSU9EE9X07AMT6","Eric","Pierce",303,233094.81,8.83
"CUS1SVQOPCIE5D1","Joshua","Garza",730,261010.19,11.28
"CUSIX0A3P3I5GN3","Ashley","Martinez",602,253462.16,13.43
"CUSNA2L82SU8EKI","Edwin","Cline",499,44246.72,5.64
"CUSJG8DM6VXR2CJ","Kim","Cox",835,18438.50,7.19
"CUSMPI8YH6GRBKC","Hunter","Smith",346,266164.63,3.29
"CUSXHYO0XJI3R67","Melissa","Hartman",349,147646.69,11.12
"CUSIPTJVS167IH2","Joshua","Craig",446,149262.64,8.68
"CUSR6NTNFTMRQ96","Mary","Stevens",460,171928.17,4.21
"CUS4VFUT95TK0HE","Alexis","Rodriguez",557,17565.27,5.71
"CUS8OMKRDCKMYF4","Bianca","Curry",576,74834.19,6.91
"CUSTBQLBDQW4W1B","William","Franklin",458,41068.82,4.97
"CUS0NNBUB1YKK2B","Daniel","Lloyd",500,31361.42,13.08
"CUSUW45SEADDU8L","Jackie","Ritter",370,72204.81,5.12
"CUSQSI7K0K1OBMD","Melinda","Smith",645,288337.41,10.94
"CUS1SAH6X9HOPDP","Larry","Torres",835,41678.42,12.18
"CUSYIYBUHK3NLFX","David","Short",551,99442.76,7.61
"CUSW4EDG5IFWCBH","Sheryl","Ramos",716,43062.36,12.22
"CUSZCBMD2QMCMG3","Julie","Casey",828,235357.60,3.59
"CUS49ILR6P3CF42","Kim","Allison",633,244939.22,14.50
"CUSFA25XP993L5U","Julia","Ward",351,28538.46,6.84
"CUS0BGVSITNTCK1","Donald","Lester",732,168085.59,2.19
"CUSXWO0SHMOUPOA","Stacey","Jennings",404,110235.64,3.90
"CUSYDJ0ICWSXTQU","Darius","Peters",738,17708.00,6.08
"CUS7MKTEAT7QLHF","Ryan","Baker",317,276770.59,4.39
"CUSZOD4PLO66V9N","Michelle","Allen",486,121046.56,7.81
"CUS66ACGW3EY8XU","Adam","Johnson",678,104341.99,6.59
"CUSQAB7YDTQCMWG","Justin","Curtis",574,2780.31,6.16
"CUS18I7OFYBJ2HW","Donna","White",530,155201.49,2.54
"CUS2A73UMQ2XBSG","John","Henry",650,22359.20,4.23
"CUS60I0A5DHF9C1","Jacqueline","Crawford",436,52783.26,14.31
"CUSEMNULVWAVWZ5","Jason","Cortez",475,45365.55,2.34
"CUSGATV2CCXVK9P","Brandy","Clark",768,150295.60,2.33
"CUSTG03WQFG0ZNV","Michele","Cisneros",827,4035.44,14.68
"CUSY53OSXT6GU3M","Lauren","Scott",832,208569.56,7.29
"CUSGCJBEO4EUTAW","Angelica","Evans",564,291674.78,12.63
"CUSTJMFC4FFTBSJ","Steven","Barrett",374,285295.45,14.01
"CUS7ZQFTCZHMNI2","Jorge","Sherman",510,28672.31,11.94
"CUSOMGMYFS6N3ZW","Rebecca","Savage",501,211749.18,5.09
"CUSI7XWLIM41BNT","Lori","King",728,2906.98,10.60
"CUSZ9HNS4KNQO3N","Bernard","Carter",768,269660.96,9.36
"CUS1SKLXUV23CNU","Keith","Taylor",514,199869.40,13.02
"CUSVXAKY3W8803J","Elizabeth","Davis",642,83247.70,11.81
"CUSAGHKE79E8CDK","Elizabeth","Cox",585,121910.56,6.86
"CUSZJSZR6UW43R3","Jill","Maynard",737,31226.01,11.77
"CUSJTLAK80LTBH3","Victor","Mccall",525,141748.01,6.02
"CUS5044RN70R4IK","Tami","Garcia",480,237364.25,13.10
"CUS62SYAGTXAN68","Mark","Horton",553,79002.78,13.88
"CUSJX20BNWIKW1C","Rebecca","Carter",535,138291.89,6.60
"CUSKTOR3RBTSI7V","Matthew","Hopkins",375,92526.78,13.79
"CUS8ESERKJ7MAXA","Teresa","Ashley",606,238466.68,5.29
"CUSBIME536SAONC","Heidi","Cisneros",653,13410.57,12.03
"CUSYTZ9K52Z3K8H","Jordan","Smith",416,207467.43,9.62
"CUSG5ISHBPP2BM2","Nathan","Hopkins",518,217204.08,10.48
"CUS01QF9KNJXV0D","April","Brown",577,203276.72,9.73
"CUSDHBJCNGGVBYT","Alexandria","Reeves",806,17951.03,10.58
"CUSZ4PM15UOGMQQ","Charles","Stephenson",457,250391.17,14.67
"CUSII7YZYG2MMKQ","Brianna","Cook",458,81993.32,10.63
"CUSCCB3KMAE2ZAF","Timothy","Henderson",348,5250.76,7.31
"CUS7VBCHHAGM4RG","Sarah","Sanchez",739,251244.55,6.17
"CUSV5MWLAT5VPMT","Claire","Long",453,93749.80,5.50
"CUS1Y8OM9QIN4YM","Victoria","Thomas",450,46263.99,12.62
"CUS3BEHPO6WX80Z","Joshua","Coleman",539,74349.12,11.37
"CUSAYSYWU2GYIAW","Sandra","Martinez",755,11508.77,12.42
"CUSWVIN42UONL8I","Charles","Brooks",726,270505.28,5.52
"CUSG5DIOQ921H27","Carrie","Wilson",327,93461.27,2.12
"CUSTFCSTI5K5YK6","Kendra","Novak",587,235937.45,7.17
"CUSRFOW7V8DB5PJ","Christopher","Jackson",662,60713.93,9.33
"CUSEMEM0L0OMEW6","Eric","Martinez",758,171170.23,8.54
"CUSDPHZD4ST32AG","Cindy","Edwards",508,245448.54,11.80
"CUSGISYBG67R2AL","Lauren","Hodges",696,113521.75,8.24
"CUSEZD5R8BM8X65","Robert","Ayers",692,277410.43,4.48
"CUS7ET41BZNZ2R6","Christopher","Dean",599,299057.74,3.01
"CUSU36P67U29X5L","Jacob","Warner",316,77588.82,7.73
"CUS6TTA09E9INKZ","David","Harvey",454,243121.58,7.68
"CUSYTD05LJMN538","Joseph","Caldwell",850,287495.92,8.94
"CUSQBAVQIEQ8ULO","Whitney","Cooper",564,115728.31,2.70
"CUSM6W0CLEPRN5M","Jon","Richmond",575,56621.75,4.16
"CUS3V9OR8GXR5RM","Andre","Smith",409,274135.29,12.11
"CUSQLREBZ7O9P0Y","Michael","Norris",755,293775.98,8.96
"CUS7HIWPWU29PUG","Brian","Rogers",810,205115.39,10.72
"CUSM4OYR1TAMMEU","Christina","Steele",468,14060.36,13.57
"CUS3RW5GGZ0TJLR","Lawrence","Powell",480,219569.40,4.39
"CUS2DWN717YW1BS","Peter","Howe",400,170703.30,13.08
"CUS6EFOG1XIFE1L","Jamie","Munoz",380,286308.09,7.95
"CUSV0RX0VBW8LHW","Anthony","Griffith",588,276291.16,14.99
"CUSYEO6XTI8XKGM","Sandra","Gibbs",640,179355.07,9.54
"CUSWZEF323747Z1","Kyle","Hudson",686,97374.48,14.66
"CUSYAHFHJLFJ33G","Jennifer","Smith",751,274177.34,6.71
"CUSA4JEHH99MQRM","Ronald","Potter",534,165840.27,13.89
"CUSUZRYD1PV9FAA","Cynthia","Young",777,7655.76,2.70
"CUSJRVIO6QSNDDC","Deborah","Soto",433,64513.32,3.03
"CUSM1S5FS7YBATX","Jason","Mcdaniel",778,150261.88,10.36
"CUS35O7COS0NW7T","Brittany","Harris",671,3970.74,4.19
"CUSS2ZCLT00YQF9","Ryan","Kline",819,174451.66,8.87
"CUSBM6GR9STEIOI","Brian","Andrews",503,135799.32,13.90
"CUSWVDU3HNSU9EP","Mark","Morgan",664,74119.28,5.26
"CUSG7VELE56FKBW","Ryan","Buchanan",510,216587.71,4.41
"CUS8AFSLIJ58CIJ","David","Wilson",813,55249.10,12.85
"CUSB0DL0BIQKZN3","Catherine","Dodson",667,242589.81,2.64
"CUS9G351K7ATLLB","Eric","Rivas",690,136361.56,3.00
"CUSYDD43YYX2L3W","Edwin","Ochoa",355,295208.43,4.29
"CUSWLLOF0EWW6Q3","Jennifer","Green",400,44632.21,4.99
"CUSCAGWIX78R2XY","Melissa","King",568,237234.64,14.07
"CUSAGIOHMGLMPGJ","John","Hughes",822,194079.50,2.14
"CUSC3F8Q8235686","Crystal","Adams",715,184749.23,14.35
"CUSB4Q6L4VGTT7R","Katherine","Vincent",688,200591.20,8.96
"CUS4HN0WYBIO26J","Marc","Campos",599,297032.89,14.79
"CUSX3RDGFU3RAFI","Jorge","Reyes",534,33514.98,5.62
"CUSAE77BMRIOB32","Tonya","Brooks",581,40298.89,14.50
"CUSLTGQXZ93V895","Michael","Fleming",661,63771.53,4.02
"CUSII2D78MJLZR4","Tracy","Jackson",615,118923.80,5.74
"CUSG7MKJER5WFDU","Julia","Murphy",789,203219.43,10.15
"CUSZWW0ZPGJG8YX","Trevor","Perez",594,232478.44,12.86
"CUST7MGBDVDIINI","Beverly","Smith",798,42413.13,6.27
"CUSOHLGPRT8LCTA","Jose","Guzman",816,181291.74,3.66
"CUSYBU2ZVH839VZ","Wesley","Cruz",528,265956.57,3.86
"CUS17TSX6S70HXZ","Alexander","Blair",823,219212.64,3.66
"CUS1C6V2BPDIOAU","Jeffrey","Matthews",531,190774.34,5.35
"CUS7ZBQBKEUDT32","Evan","Erickson",732,125174.58,12.04
"CUSV4P9BCZO7D0L","Allen","Rice",485,65464.57,11.13
"CUSMFENCJ5QUXXF","Ellen","Sharp",535,134084.16,13.20
"CUSGNPGR8P8NOC6","Kara","Bray",358,276757.27,6.47
"CUS56E8VRV6HMDG","Michael","Jennings",818,244369.93,5.60
"CUSKO5OK5HNBGDZ","Jeffrey","Thompson",832,84888.06,11.72
"CUS7YNXJ5YHY8N5","Brian","Avery",745,69413.09,6.20
"CUS1X933VQZ5595","Lisa","Yates",514,162960.65,7.64
"CUSJ5PESRWRGDFS","Julie","Mcdonald",825,137029.03,5.50
"CUSHVQRHOFU1WSG","Sarah","Krause",650,148431.02,9.15
"CUS1K879C035ADY","Aaron","Collier",441,25533.76,9.26
"CUSLOVQNZ7XL3YR","Linda","Crawford",722,171689.38,14.15
"CUSK3CUPW1NC2AJ","Brittany","Murphy",818,135497.79,13.59
"CUS53NAHOH2P9RA","Kimberly","Cummings",600,219744.61,8.08
"CUSC7LUBU8YB1BU","Kathryn","Hamilton",305,133382.05,5.96
"CUSSV8QRSJ3S86Q","Thomas","Bishop",505,81392.35,13.87
"CUSABHCMEUHM5QR","Lauren","Paul",310,55839.28,6.17
"CUSWEMFDEP199EH","Jill","Cervantes",721,178082.92,8.63
"CUSJHWIA57G5YCS","Kyle","King",386,187162.19,2.25
"CUSZAXH5GX5Q1MU","Felicia","Wilson",527,162016.95,11.41
"CUSHNUO2SF29YJG","Melissa","Arias",691,156013.42,7.54
"CUSRASL6H20V920","Zachary","Mcguire",532,148135.92,5.41
"CUS272W6XGNTM4Q","Angela","Ruiz",602,26365.05,4.23
"CUS0JN7EVJSTIZ1","Lori","Wilson",710,250041.66,9.72
"CUSVXZQHJOH4NQ8","John","Burns",541,61719.61,6.76
"CUSVRRCJJ48AVLS","Edward","Rocha",462,49877.23,5.52
"CUS6ZOM2OYHZ3UG","Timothy","Daniels",335,89175.34,5.34
"CUSIG51CLQ71M6X","Tina","Smith",462,234453.58,8.23
"CUSEGGPSC3JB3NM","Anthony","Tate",648,250267.89,3.75
"CUSDA7U48SPBILD","David","Costa",591,185133.95,8.53
"CUSPBF5AHIPJYX9","Brandon","Long",550,252933.57,8.40
"CUSWTGHAY4T4VEJ","Christopher","Robbins",517,259085.73,9.74
"CUSCXBRGGJJUZK2","Victoria","Hart",451,122361.31,3.39
"CUSGVF6GEVRPDJK","John","Brewer",541,28852.39,3.72
"CUSXGCJFQRD3AFE","Melissa","Clements",404,253921.93,8.33
"CUSGV9XP3UJDX18","Elizabeth","Clark",458,8563.84,2.56
"CUSGD0UY9QJR21Z","Scott","Cole",531,146359.04,11.27
"CUSMRDDMMRR6ACO","Timothy","Norton",566,205715.91,6.69
"CUSEBQ6WVUJWYWD","Belinda","Murphy",757,44630.73,10.33
"CUSJS7U9QRCM1YG","Rebekah","Cortez",429,195651.76,7.04
"CUSZHQ618IKKCQ9","Ryan","Eaton",566,280107.89,4.96
"CUS7I3S7YXXAE1W","Jeremy","Black",783,118989.08,9.01
"CUSKXRUZNTV5IBH","Brandon","Fields",815,31370.02,5.20
"CUSK1ZHUDTVO1SK","Michael","Brown",568,235965.69,14.82
"CUSM1BYLD7LB6PC","Michael","Giles",841,89413.07,8.51
"CUS74JRLUUJ8I2C","David","Owens",487,16751.36,5.27
"CUSWOPPB7V5G2L3","Christian","Huff",314,31273.83,6.99
"CUS579WNL1XEQ6D","Lisa","Pham",568,297447.17,9.60
"CUSW4SX3PWGWNCM","Todd","Farrell",471,191244.18,3.27
"CUSWK7LAB5ZRW1U","Amber","Miranda",570,118105.86,6.40
"CUS0USPD7V3P0U0","Jessica","Wright",801,173574.40,10.00
"CUSOOHR7PD1FPXF","Dennis","Noble",318,100803.91,7.20
"CUS7AR9Q2TDNU4U","Sarah","Leonard",553,215204.16,2.61
"CUSL7CD9M5MJLG3","Danielle","Boyd",710,18928.97,8.04
"CUS6AHHCASIKZOI","Carolyn","Anderson",413,172612.50,4.52
"CUSKVIZUI8PB2BO","Russell","Schmitt",803,96265.27,9.95
"CUSOFGGG1L5ISCD","John","Turner",726,70014.59,13.83
"CUS1WLD6REJOGR1","Laura","Jones",521,209173.18,11.08
"CUSHON32V3PURWU","Robert","Watson",532,178793.21,2.30
"CUSVZLRWDAYFHF6","Linda","Hamilton",378,226463.80,7.72
"CUSAV3YF7HAYCH9","Zachary","Jennings",737,179481.04,4.37
"CUSXA3C6ZMYT7RT","Andrew","Flynn",520,278292.59,5.37
"CUSZZIPBV02LM3G","David","Morales",806,186786.37,11.17
"CUS37583RY6DD6C","Rodney","Arnold",740,254291.08,3.77
"CUS1MN49KTF8AEL","Kayla","Dawson",849,90527.22,13.32
"CUSQR3NYLU43ST1","Anthony","Spencer",506,173788.44,5.56
"CUS18HWSJMHU305","Michelle","Petty",810,257436.17,12.00
"CUSGZYSZNE3OQQU","Dan","Martinez",669,256682.15,14.45
"CUSSO4U5MFT39A4","Kyle","Wright",796,8340.89,14.61
"CUSDFGP780FP6M1","Mackenzie","Hudson",705,30845.85,14.80
"CUSWQJVM3H9R7SL","Nicholas","Vasquez",570,15566.44,4.73
"CUSNC7ZN0BEDIUM","Tammy","Collins",590,200877.62,6.38
"CUS55TJAQRE6ENI","Jose","Green",654,239071.45,6.23
"CUSAQ73XH0QH5L2","James","Green",752,248545.91,5.57
"CUS6Y2XKUKUZA68","Roger","Anderson",482,160267.88,6.59
"CUSOX7VJIKJ2YBB","Michelle","Davis",301,241130.48,13.78
"CUSP5WHHAQZTW87","Jeffrey","Thomas",380,3513.40,3.23
"CUS5UT9N8EB8S4O","Jennifer","Jones",663,184950.38,3.60
"CUSYCWS7WHGFIG4","Kelly","Rogers",712,112214.96,4.53
"CUSVT0H8EUEMUPJ","Matthew","Williams",362,69108.14,3.19
"CUS4O25TO6N27T2","Colton","Turner",755,174053.17,2.11
"CUSNJBBYMFNZTTY","Michael","Ward",428,146659.09,3.58
"CUSRQH4S03B0HXZ","Luis","Moody",595,275478.51,2.99
"CUSCCMGP66N0L6S","John","Macdonald",805,16379.36,5.43
"CUSMGKF07X1PAUR","Eric","Spencer",566,220396.08,6.74
"CUSPMGLLRUJHLVT","Casey","Maxwell",455,138429.14,5.77
"CUSAPPIP9MHAI47","Frank","Williams",692,234103.26,7.66
"CUSZSLCX7I1UFTM","Loretta","Lee",505,273183.84,14.08
"CUSGCHI8R3NEK99","Kelly","Hawkins",730,194977.05,13.30
"CUSXXSFLRAXM8J7","Robin","Oconnor",705,254043.79,6.16
"CUSOS6Z1DKWW8AB","Mark","Jordan",323,42500.48,7.35
"CUSC9T53GMIPEX5","Valerie","Hall",663,240599.63,2.72
"CUSGCF9SPQDNBLW","Adam","Blankenship",394,17275.67,14.23
"CUSG0SC7AGX1HZY","Breanna","Brown",804,137501.57,7.92
"CUSVHZAN7S85HFB","Jason","Rogers",369,208045.08,12.50
"CUS2KLOT81XQTPB","Wanda","Keith",524,46963.98,14.96
"CUSHMOBPEG4XYN9","Andrew","Martin",635,68952.65,7.64
"CUSFGAAPX9SRYT7","Heather","Carter",322,170609.66,5.22
"CUS6S015J0IW4UU","Kristine","Gallagher",495,260010.22,13.99
"CUSQ7O0A1H1WDKD","Elizabeth","Hammond",437,178944.20,3.04
"CUS7605EZR6TZ70","Jesus","King",338,116715.41,2.90
